Unnamed: 0,레시피일련번호,조리순서,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법별명,요리상황별명,요리재료별명,요리종류별명,요리소개,요리재료내용,요리인분명,요리난이도명,요리시간명,최초등록일시
10,6831764,"[조리순서]
1.밥수저 기준 - 고추장 3 , 고춧가루 4, 간장 3 , 물엿 2 , 맛술3, 다진 마늘 1, 설탕 1,후추 입맛에 맞게 조절해서 양념장을 만들어 줍니다.
2.먼저 닭은 한번 데쳐줬어요. 이렇게 하면 불순물도 제거되고 기름기도 어느 정도 빠지니까 좀 더 깔끔한 닭볶음탕이 되거든요.
3.닭볶음탕에 감자 듬뿍 들어가면 더 맛있어요. 야채는 집에 있는 거 넣어줬고요. 매운 거 좋아하면 청양고추도 넣어주세요.
4.데친 닭은 한번 씻은 뒤 전골냄비에 넣어줬어요.
5.물은 종이컵으로 두컵 정도 넣어줬고요. 아까 만들어둔 양념은 한꺼번에 다 넣지 마시고 2/3 정도 먼저 넣고 끓인 뒤 간 봐가면서 넣어주세요. 감자와 당근만 넣어줬어요. 양파와 대파는 마지막에 넣어줄 거랍니다.
6.닭볶음탕은 국물이 넉넉하게 있어야 밥 비벼먹기에도 좋고 맛있더라고요. 센 불에서 끓여주세요.
7.센 불에서 끓이다가 중불로 낮춰서 푹 끓여주세요. 싱겁다 싶으면 아까 남은 양념장 더 넣어주면 된답니다. 이건 2/3 정도만 넣어줬어요.
8.국물도 어느 정도 졸아들었을 때 양파와 대파 넣고 센 불에서 한번 더 끓여주면 된답니다.
9.매운 거 좋아하면 마지막에 청양고추 넣어주면 되겠죠.
10.닭볶음탕 완성됐어요",닭볶음탕,닭볶음탕,seoo7832,봉틀맘,287644,528,9019,끓이기,손님접대,닭고기,국/탕,국물 넉넉하게 넣어서 매콤하게 만들면 입맛 없을 때도 좋고 기운 없을 때도 좋답니다.,[재료] 닭(닭볶음용)| 감자| 양파| 당근| 대파 [양념] 고추장 3큰술| 고춧가루 4큰술| 간장 3큰술| 물엿 2큰술| 맛술 3큰술| 다진 마늘 1큰술| 설탕 1큰술| 후추,4인분,중급,60분이내,20150812140552
11,6867715,"[조리순서]
1.불고기소스는 위 재료를 넣고 믹서기에 갈면 끝! 밥공기기준으로 계량한거라네요. 10인분 기준인데 더 될것같아요.간장2컵,물2컵,설탕1컵,후추1ts,마늘1/4컵,양파1컵,배2/3컵
2.불고기라이스는 이렇게!먼저 양파는 채썰고 당근도 채썰고 대파는 어슷썰어주세요.후라이팬에 기름을 살짝 두르고 양파와 당근을 볶다가
3.불고기감을 넣고 잘 풀어주세요.
4.이제 소스1국자를 넣고 잘 볶다가 대파를 넣고 일단 불고기는 완성
5.밥을 담고 위에 불고기를 담고(국물있이 자작하게 해주세요.)양상추채썬것을 살짝 올리고 고수를 올리면 완성이에요.TIP- 불고기고기와 소스를 1:1로 넣으라고 하는데 그렇게 하시면 짜요!이렇게 비율대로 넣거나 동량으로 넣으시면 물을 한컵더 섞은소스를 1:1로 넣어해주세요.
6.당면은 물에1시간이상 담가주세요.야채는 채썰고 양파는 생것을 약간만 남겨서 찬물에 담가주심 더욱 좋아요.후라이팬에 기름을 두르고 야채를 볶다가
7.불고기감을 넣고 한국자를 넣어주세요.
8.반정도 익기 시작하면 당면을 넣고 필요에 의하면 물을 살짝 첨가해주세요.
9.당면에서 물을 흡수하기 때문이에요~이제 누들을 그릇에 담고 고수를 살짝 올리면 완성전 고수대신 루꼴라를 썼어요!
10.야채를 채썰고 후라이팬에 볶다가 불고기를 넣고 볶아주다가불고기소스를 넣어주세요.
11.불고기버거는 빵때문에 살짝 간을 세게 해주세요.여기에 모짜렐라치즈를 넣고 치즈가 녹으면
12.바게트빵을 반을 갈라서 양상추썬것을 넣고 고기를 넣고고수를 올리면 완성이에요!",윤식당 불고기소스 불고기요리3종,불고기,sulflower7,눈꽃식탁,187097,498,3329,끓이기,손님접대,소고기,메인반찬,지난 금요일이었죠? 나영석PD의 새로운 야심작인 윤식당이 오픈을 했어요. 참 독특한 컨셉의 프로그램인데 웬지 기대가 되는건 왜일까요? 우리나라 요리면서 서양인에게 인기있는 요리는 무엇이 있을까 고심하던 찰나 불고기로 낙첨! 그래서 불고기 요리3가지로 윤식당을 오픈했어요. 아무래도 서양인들을 위한 요리라 그런지 비쥬얼도 중요하게 여기고 그런데 원 레시피대로 하면 짜니 그건 제가 조절하는 법을 알려드릴께요~ 그럼 만드는 법 나가요! 불고기 3종셋트! 불고기 라이스 불고기 누들 불고기 버거! 그럼 만들어 볼께요!,[불고기소스재료] 간장 2컵| 물 2컵| 설탕 1컵| 후추 1ts| 마늘 1/4컵| 양파 1컵| 배 2/3컵 [불고기라이스] 불고기감 150g| 밥 1공기| 불고기소스 1국자| 양파 1/3개| 당근 1/2줌| 대파 1/3뿌리| 고수(또는 녹색채소) 1/2줌| 양상추 1/2줌 [불고기누들] 불고기감 150g| 당면 1줌| 불고기소스 1국자| 양파 1/2| 당근 1/2줌| 대파 1/3뿌리| 고수 약간 [불고기버거] 바게트빵 1/4개| 불고기감 100g| 불고기소스 2/3국자| 양파 1/2개| 당근 1/2줌| 대파 1/3뿌리| 모짜렐라치즈 1줌| 고수 약간| 양상추 약간,1인분,초급,30분이내,20170331093548
12,6865180,"[조리순서]
1.떡볶이 떡은 꼬치에 5개씩 꽂는다.떡볶이 떡 300g떡이 딱딱하면 끓는 물에 잠시 삶아 내요.
2.팬에 기름을 두르고 양념 재료를 넣어 볶아 완성한다..앙념재료 간장 1/2T , 고추장 1T ,올리고당 3T , 다진 마늘 1/2T ,케찹 3T , 물 1T
3.팬에 기름을 넉넉히 두른 후 떡을 튀긴다.
4.튀긴 떡꼬치에 양념을 발라 완성한다.",매콤!달콤!쫀득!떡꼬치★,떡꼬치,gdubu33,만개의레시피,108016,482,4275,튀김,간식,밀가루,밥/죽/떡,쫀득쫀득 떡에 매콤달콤 양념까지!! 분식집 바로 그 맛!!간식으로 최고봉bb  세상의 모든 레시피 만개의레시피,[필수재료] 떡볶이 떡 300g| 꼬치 [양념재료] 간장 1/2T| 고추장 1T| 올리고당 3T| 다진 마늘 1/2T| 케찹 3T| 물 1T [선택재료] 다진 땅콩 1T,4인분,아무나,15분이내,20170213121750
13,6844310,"[조리순서]
1.집에 떡볶이 떡 다들 있으시죠 ?떡볶이를 만들어 먹긴 하지만생각만큼 자주 만들어 먹진 않다보니 언제나 냉동실에 한 웅큼씩 있는 것 같아요.이쑤시개도 준비해주세요.길이가 짧아도 상관없지만 길수록 잡고 먹기도 편하고 구울 때도 편하더라구요ㅋㅋ
2.떡볶이 떡을 끓는 물에 살짝 삶을거에요.금방 뽑은 떡인 아닌이상 냉동실이나 냉장고에 보관해두면 떡이 딱딱해져 있잖아요 ~살짝 삶아서 말랑하게 해줄거에요.
3.물이 팔팔 끓으면 떡을 넣고 끓여주세요. 너무 푹 삶아버리면 떡을 젓가락으로 집기만 해도 끊어질 수 있어요.약불에 2분정도 살짝만 삶아주세요.젓가락으로 살짝 집어보면 말랑해진 느낌이 있을거에요.
4.살짝 삶은 떡을 채에 물기를 걸러준 후 말랑해진 떡을 접시에 올려두면 되는대요~이때 물기가 없으면 접시나 떡끼리 달라붙기 때문에 끓었던 물을 살짝 뿌려주세요~
5.꼬치에 떡을 꽂아주세요.평평한 곳에 떡을 나열해두고 꽂아주세요.이렇게 꽂지않으면 떡의 높이가 달라서 후라이팬에 구울 때 바닥에 안닿는 부분은 안굽히는 불상사가 ㅋㅋㅋ
6.예쁘게 모양 흐트러지지 않고정갈한 일자의 떡꼬치 준비 됐쥬 ?
7.떡꼬치 양념을 비율대로 넣고 잘 저어주세요.설탕 1/2T, 간마늘 1/2T, 진간장 1/2T, 올리고당 2T, 케찹 3T, 고추장 1T, 통깨 팍팍
8.새콤매콤달콤한 떡꼬치 소스 완성됐어요 :)소스 살짝 맛보니 그래 그맛이야!!!소스만으로도 어릴때 먹던 그 맛의 feel 팍 왔다요~
9.후라이팬에 기름을 충분히 두르고(약간 튀긴다는 느낌으로)미리 예열 한 후 따뜻한 열기가 올라오면 떡을 구워주세요.기름을 충분히 둘러주면 겉은 바삭하고 속은 말랑한 떡꼬치를 만들 수 있어요!
10.6.맛있게 구워진 떡은 키친타올에 올려두고 기름기를 빼주세요.
11.만들어둔 소스를 떡꼬치에 슥슥 발라주세요.브러쉬로 바르면 더 쉽겠지만 저희집엔 없어서 숟가락락으로 슥슥슥 발랐어요 :)
12.떡꼬치 만들기 성공!주절주절 설명이 길었지만정말 간단하면서 순식간에 맛있는 추억의 간식이 완성 됐어요 ^ㅡ^",떡꼬치 소스 만들기  추억의 간식 어릴적 그 맛 그대로:),떡꼬치,ssuii928,쑤이,190093,474,11444,굽기,간식,쌀,밥/죽/떡,추억의 간식 떡꼬치 먹고싶어서 만들어봤어요 ㅎㅎ 정말 추억돋는 맛이랍니다^^  아이들 간식으로도 좋고아요 :),[재료] 떡볶이떡 [양념] 고추장 1T| 설탕 1/2T| 다진마늘 1/2T| 진간장 1/2T| 올리고당 2T| 케찹 3T| 통깨 팍팍,2인분,아무나,10분이내,20160308163352
14,6838020,"[조리순서]
1.재료준비! 저는 깐메추리알을 사용했어요~ 편한대로 준비해주세요^^
2.깐메추리알은 흐르는 물에 헹궈서 물에 잠시 담궈두시구용~
3.그다음, 준비한 냄비에 간장 1컵!
4.물 3컵!!
5.매실액 1/4컵 넣어주세요^^ 매실액은 없으면 생략해도 무방하답니다~
6.설탕은 밥수저로 4스푼~ 혹시 단거 좋아하시는분들은 더 넣으셔도 됩니다용!
7.저는 약간 매콤(?)하게 할려고 청양고추를 썼는데 꽈리고추 쓰실분들은 나중에 넣어주세요~ 너무 빨리넣음 흐물해져요^^;
8.다진마늘도 1스푼 투하~!!!!! 통마늘도 가능~~
9.다넣었음 간장을 센불에서 팔팔 끓여주세용!!
10.한소끔 끓으면 중불로 줄인뒤 메추리알 넣고 색감이 예뻐지도록 졸여주면 끝이랍니다^^ 완전 간단하쥬?
11.효자반찬 메추리알장조림 완성~♡",메추리알장조림 초간단 레시피 소개해용^^,메추리알장조림,stylet3t,혁이어뭉,633550,470,10396,조림,일상,달걀/유제품,밑반찬,애입맛인 남편을 위해서 항상 해두는 효자반찬~!! 요거 하나만 있어도 밥한공기 뚝딱이지요^^,[재료] 깐메추리알 1kg| 청양고추 3개 [양념] 간장 1컵| 물 3컵| 매실액 1/4컵(생략가능)| 설탕 4스푼| 다진마늘(통마늘가능) 1스푼,3인분,아무나,30분이내,20151112193411
15,6846028,"[조리순서]
1.재료준비! 감자는 먹기좋게 썰어요~ 모서리를 둥글둥글하게~ 돌려서 깎아주면, 국물에 부서지지 않는답니다.마이쏭은 귀찮으니 패~쓰.ㅋㅋㅋㅋ 찬물에 담가두어요! 전분이 빠지도록~대파는 길게~ 썰어 세로로 반씩 크으게~고추는 마이쏭네 청양고추가 떨어져서 홍고추만 넣었어요ㅠ
2.양파는 좀 두툼하게 요로코롬 썰어주시고~
3.닭은 핏물이 빠지도록~ 물에 담가두어요.우유가 있으면 우유에 담가놓으면 좋아요~ 닭의 누린내가 제거된다지요!닭이.... 삼계탕용이라 통으로 있어, 분리 시켰다지요.어훅~ 팔아파 ㅠ잇님들은 닭도리탕용으로 사세여 ㅠ
4.끓는물에 닭을 2~3분만 데쳐주어유~대파나 통마늘 후추 같은거 넣어 끓여도 좋구요~
5.찬물에 헹궈~ 물기를 빼주구!
6.양념장 만들기 ! 분량대로 양념장을 만들어~ 숙성시켜 놓음 좋지만.마이쏭은 항상 충동적으로 하기에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7.물기를 뺀 닭에 양념장을 버물버물~ 버무리~
8.이대로 30분 숙성~간이 잘 베도록 하는 거겟쥬? 그냥 해도 되구요 ㅋㅋ마이쏭도 배고프면 숙성이고 나발이고 그냥 하지말입니다.!!
9.육수가 있음 육수를 넣어줘도 되지만.그런게뭐.항상어딨어!!ㅋㅋㅋㅋ그냥맹물을 넣어유 닭이보일락말락. 안보일락말락ㅋㅋ
10.팔팔끓입니다~
11.중불로줄이고 감자투입~!잘 입수시켜주세요~!
12.자작자작 졸여지기시작~!
13.나머지야채도 넣어주어여~
14.국물이 자작자작해 지고나면 참기름반큰술 넣어 마무으리~! 감자를 젓가락으로 폭~!찔러봐서 익었다 함 닭도익은거쥬.ㅋㅋ 끄읕~!!
15.얼큰하고 찐~한국물이 매력적인 닭도리도리탕~
16.너무맛나겟쥬?
17.푸짐한게 맛도 죽어주고 국물까지~ 밥슥슥비벼 알차게먹는 요 닭도리탕
18.우동사리나 떡볶이떡사리를 넣어도 구웃~!",닭볶음탕 (닭도리탕)!! 따라하면 성공하는  마이쏭레시피~!!,닭볶음탕,kiss6668,마이쏭,288580,460,7324,끓이기,일상,닭고기,국/탕,삼계탕하려구 닭 2마리를 샀는데  큰~냄비가 없어 한마리만 하구 한마리가 남았어여! ㅋㅋ 씽씽~할때 얼른 해 치워야쥬?  오늘 마이쏭은~ 닭도리탕 먼저 포스팅 하려구용~ 마이쏭 레시피만 자~~알 따라오면  닭도리탕 이제 문제 없어유~!!,[재료] 닭(닭도리탕용) 1마리| 양파 1개| 대파 1뿌리| 청양고추 2~3개| 감자 큰거2개 [양념] 고추장 3큰술듬뿍| 고춧가루 4큰술| 진간장 3큰술| 다진마늘 2큰술| 소주 약간| 굴소스 2큰술| 설탕 1/2큰술| 물엿 2큰술| 후추 약간| 참기름 1/2큰술 (마지막에),3인분,중급,30분이내,20160406162519
16,6859263,"[조리순서]
1.물1.5종이컵에 된장,고추가루,다진마늘,설탕,간장을 한데넣고 한소끔 끓여줍니다.
2.그사이 양파,버섯,애호박,청양고추,두부는 적당한 크기로 썰어줍니다.
3.한소끔 끓은 된장물에 양파,버섯,애호박,청양고추,두부를 넣어 줍니다.
4.애호박이 익을때까지 끓여주어 간을보아 부족한간은 소금으로 해주어 완성. 저는 부족한간이 없어 소금은 넣지 않았습니다.",매콤 된장찌개  채소와 두부만 넣은 초간단 초스피드 된장찌개,된장찌개,98587162,김쭈,1403370,436,65530,끓이기,일상,채소류,찌개,고기와 곁들여 먹으면 좋은 가벼운 느낌의 된장찌개 입니다.,[재료] 느타리버섯 1줌| 양파 1/2개| 애호박 1/4개| 청양고추 2개| 두부 1/4모| 물 1.5종이컵 [양념] 된장 2T| 진간장 1T| 고추가루 1.5T| 다진마늘 0.5T| 설탕 0.5티스푼| 소금 마지막간,2인분,초급,15분이내,20161027080259
17,6843954,"[조리순서]
1.닭은 지방을 제거하고 물에 한번 씻어 우유에 30분정도 담가둡니다.
2.닭을 재우는동안 다시마물을 제외한 분량의 양념장을 섞어 미리 만들어 주세요.양념 비법중 하나가 간 양파라고 합니다.
3.우유에 담가둔 닭을 물에 한번 씻어낸후 끓는물에 3~5분정도 삶아줍니다.-우유 재우는 과정없이 비린내를 제거하려면 끓는물에 소주 또는 청주, 통후추를 넣고 살짝 삶아준후 흐르는물에 한번 헹구어줍니다.
4.삶은 닭은 찬물에 행구어 냄비에 담아줍니다.양념을 버무려 10분정도 둡니다.
5.다시마물 600ml를 붓고 15~20분정도 끓여줍니다.
6.중불로 줄이고 야채를 넣고 15분정도 끓여주면 완성.",생생정보통 닭볶음탕 황금레시피,닭볶음탕,fly1733,가는동자꽃,472799,420,3748,끓이기,일상,닭고기,국/탕,생생정보통에서 소개된 닭볶음탕 전문점 황금레시피로 요리해보았습니다. 압력솥에 후딱~하던데 저는 압력솥은 무서워서(겁많은 여자랍니다 ^^) 못쓰는 관계로 냄비에 요리했습니다. 1시간정도 요리시간을 잡으시고 진행해보세요~,[재료] 닭(볶음탕용) 1마리| 감자 2개| 양파 1개| 대파 1줌| 다시마물 600ml [양념] 고추장 4T| 간마늘 1T| 간양파 3T| 고춧가루 2T| 물엿6T| 간장 9T| 청주 1T| 후추 약간,3인분,아무나,60분이내,20160302235515
18,6832057,"[조리순서]
1.우선 뚝배기에 고추기름을 만들기 위해서 고춧가루(2큰술)부터 넣어주세요.이때 불은 약불로 올려 두시구요.
2.참기름(2/3)도 넣어주시구요.제가 몇번 만들어 먹어 보니까 들기름을 넣어도 맛있었어요.취향껏 선택하시면 좋을거 같아요.
3.볶아주세요.센불에서 볶으면 고춧가루가 타버리니깐 꼭 약불에서 볶아 주셔야 해요.
4.재빠르게 다진마늘(1큰술)을 넣어주시구요.
5.굵은소금(반술)도 넣어주세요.만약 간이 걱정되시는 분들이 계시다면 소금은 제일 마지막에 간을 볼때 넣으셔도 무방입니다.
6.간장(반술)도 넣어주세요.간장을 넣은것과 넣지 않은 순두부의 맛이 확실히 차이가 나더라구요.개인적으로 간장을 넣어야 더 맛있는 순두부찌개가 완성됐었어요.
7.물도 한큰술 넣어주세요.물은 순두부찌개 황금레시피에는 없었지만 양념이 잘 섞이기 위해서 그냥 넣는거랍니다~
8.마지막으로 돼지고기 간거(2큰술)를 넣어 양념과 섞어 주세요.이때까지도 계속 약불이니 주의하셔요.
9.살짝 볶게 되면 요래요래 볶음 참치 모양새처럼 되지요.
10.물한컵을 볶은 양념에 그대로 부어 주세요.
11.육수를 내서 넣어주라고 되어 있지만 구지 육수를 넣지 않고 물로도 맛을 낼 수 있으니 걱정마셔요^^^^ 지금부터는 강불로 올려 주세요.
12.이름모를 싸다고 마트에서 사왔어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 알고보니 중국산;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;아놔아놬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ여러분은 맛있는 순두부로 해드셔유~
13.파약간을 썰어서 준비해 주세요.매번 말씀드리지만 끓는 동안 다른 재료들을 준비하시면 시간이 단축된답니다.이제 아시쥬 아시즄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14.순두부 한봉을 두동강 내어 넣었어요.물넘침 주의요!!!!!
15.앗.... 참기름을 2/3 넣었어야 되는데 한큰술 넣었더니....기름이ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ 여러분들은 꼭 2/3 넣어주세요.저처럼 말 안 들으면 요래 됩니다욥ㅋㅋㅋㅋ후다다닭 기름을 조금 덜어 냈어요.그리고 순두부를 숟가락으로 두어번 나눠 줬어요.너무 많이 나눠주실 필요가 없는게 팔팔 끓면서 순두부들이 많이 흩어지게 되거든요.그러니 몇등분으로만 나눠 주세요^^
16.강불에서 한번 팔팔 끓여 주시고~
17.준비해둔 파약간을 넣어주세요.
18.마지막으로 달걀을 하나 톡!!!깨서 넣어주시면 순두부찌개 황금레시피 완성!!!! 쉽쥬 쉽쥬 쉽쥬~~~ 헤헤헤헹헹~~~~~",순두부찌개 황금레시피 :)칼칼하게 한뚝배기 하실래예~!!!,순두부찌개,dbswjd77,비버비버,197183,414,3689,끓이기,일상,콩/견과류,찌개,한끼식사로도 최고~ 해장으로도 최고쥬~,[재료] 순두부 1봉| 돼지고기간거 2큰술| 물 1컵 [양념] 고춧가루 2큰술| 다진마늘 1큰술| 간장 1/2술| 물 1큰술| 굵은소금 1/2술| 달걀 1개| 참기름 2/3술| 파 약간,2인분,초급,30분이내,20150816133846
19,6863041,"[조리순서]
1.양파는 채썰고 대파, 청, 홍고추는 어슷 썰어 준비한다.양파 1/2개, 대파 10cm 1대, 청양고추 1/2개, 홍고추 1/2개
2.어묵은 한입 크기로 썰어 준비한다.어묵 250g
3.달군 팬에 기름을 두르고 다진마늘을 넣어 볶는다.다진마늘 1T
4.마늘 향이 올라오면 양파, 어묵을 넣어 볶는다.
5.4번에 물을 1/2cup 넣은 후 설탕, 간장, 고춧가루를 넣어 볶는다.설탕 1T, 간장 3T, 고춧가루 1T
6.5번에 준비한 대파, 청양고추, 홍고추를 넣어 볶는다.
7.불을 끄고 볶던 어묵에 참기름, 참깨를 넣어 완성한다.참기름 1/2T, 참깨 1/2T",매콤~한 반찬이 먹고싶다면? 매콤어묵볶음!!,어묵볶음,gdubu33,만개의레시피,153271,401,2458,볶음,일상,가공식품류,밑반찬,고추장 말고 고춧가루 양념이라  깔끔하게 매운맛에 쫄깃한 식감이 밥반찬으로 굳bb 세상의 모든 레시피 만개의레시피,[필수재료] 어묵 250g| 양파 1/2개| 대파 10cm 1대| 청양고추 1/2개| 홍고추 1/2개 [양념재료] 다진마늘 1T| 물 1/2cup| 설탕 1T| 간장 3T| 고춧가루 1T| 참기름 1/2T| 참깨 1/2T,4인분,아무나,30분이내,20161223152632
20,6858312,"[조리순서]
1.미역줄기는 두세번 씻어낸뒤 차가운물에 30분 담가둡니다.
2.그사이 양파와 당근은 얇게 채썰어줍니다.
3.물에 담가둔 미역줄기를 끓는물에 1분정도 데쳐줍니다.
4.데친 미역줄기는 찬물에 헹궈준 뒤 먹기좋은 크기로 잘라줍니다.
5.미역줄기,양파,당근을 한데넣고 식용유, 맛술을 더해 볶아줍니다.
6.양파가 살짝 익으면 맛소금,간장,다진마늘을 넣고 재료가 모두 익을때까지 볶아줍니다.
7.불을끄고 참기름을 넣어 잘 섞어줍니다.
8.기호에따라 깨를뿌려 완성.",미역줄기 볶음  비린내 없는 미역줄기볶음  밑반찬,미역줄기볶음,98587162,김쭈,340784,396,3142,볶음,일상,해물류,밑반찬,비린내 없이 깔끔하게 맛낸 미역줄기 볶음 입니다.,[재료] 미역줄기 300g| 양파 0.5개| 당근 약간| 식용유 2T [양념] 맛술 2T| 맛소금 2티스푼| 간장 0.5T| 다진마늘 0.5T| 참기름 1T| 깨 약간,2인분,초급,60분이내,20161012150752
21,6835685,"[조리순서]
1.쌀뜨물을 이용해서 김치찌개를 만들거예요^^ 쌀뜨물은 첫번째 물이 아닌 2번째난 3번째를 사용하셔야 좋아요^^ 파는1/2를 준비해주세요.쌀뜨물을 이용하면 쌀의 전분기가 재료들을 어우러지게 해서 감칠맛이 난다고 합니다.
2.돼지고기 목살을 한줌을 준비해 주신다음 먹기 좋은 크기로 잘라주세요 김치는 3줌을 준비합니다. 파는 송송 썰어주세요고기와 김치의 비율은 1:3의 비율이랍니다.
3.김치찌개를 끓일 냄비에 쌀뜨물700ml(종이컵5컵)을 넣어주세요.
4.돼지고기목살(or삼겹살)을 한줌 넣어주세요.백종원님표 레시에서는 돼지기름이 포인트라서 물과 고기를 함께 끓여주는게 포인트랍니다.
5.된장찌개를 1/2스푼 넣어줍니다. 된장을 넣어주면 돼지고기의 잡냄새 제거와 깊은맛을 내준다고 한답니다.돼지고기를 끓이면서 올라오는 불순물과 거품은 모두 건져주세요
6.김치찌개의 제일 중요포인트 김치를 넣어주세요 아무리 좋은재료들이라도, 김치자체가 맛없으면 김치찌개의 맛을 좌지우지 하죠^^
7.김치를 넣고 끓어 오르기 시작하면 다진마늘 한스푼을 넣어줍니다.
8.그리고 고추가루를 한스푼 넣어주세요 백종원님은 고운고추가루 1/2스푼, 굵은고추가루 1/2 스푼을 넣었는데 그냥 저는 집에 있는 고추가루 한스푼을 넣었습니다.
9.그리고 국간장을 한스푼 넣어주세요.
10.마지막으로 새우젓으로 간을 해주세요 백종원님은 한스푼을 넣으라고 했는데, 전 간을 보니 간간해서 반스푼만 넣어주었습니다.
11.마지막으로 청양고추와 대파를 넣고 한소큼 끓이면 백종원표 김치찌개 완성! 생각보다 만드는 법도 어렵지 않아요^^",백종원 김치찌개 레시피 백종원 7분김치찌개,김치찌개,dksmf2626,꽃청춘이주부,403564,366,4699,끓이기,일상,채소류,찌개,오늘은 요즘 대세!  주부들의 로망!!  백종원님의 김치찌개에 도전해 봤어요~  간단하면서도 자주해먹을수 있는 백종원님표 김치찌개!!! ,[재료] 쌀뜨물 700ml(종이컵 5컵)| 대파 1/2개| 청양고추 1개 [고기와김치의비율(3:1)] 돼기고기목살or삼겹살| 김치 3줌 [양념] 국간장 1T| 고춧가루 1/2T| 다진 마늘 1/2T| 새우젓 1/2T| 된장 1/2T,2인분,아무나,60분이내,20151006111814
22,6829760,"[조리순서]
1.후라이팬에 떡과 물(종이컵 2컵)과 설탕(3스푼)을 넣고 끓인다
2.보글보글 끓으면 고추장을 밥숟가락으로 한스푼 넣어준다
3.고추장이 뭉치지 않게 잘 풀어주고 간장 2스푼도 넣어준다
4.고춧가루 1.5스푼 넣어준다
5.마지막으로 총총 썰은 파를 넣고 잘 버무리면 벌써 끝",백종원 떡볶이,떡볶이,jhjh3858,하줌마,201867,339,5681,볶음,일상,쌀,밥/죽/떡,어묵이 들어가지 않아도 맛있는 백종원 떡볶이입니다~!,[재료] 떡볶이떡 2컵| 파 1/2종이컵 [양념] 고춧가루 1+1/2T| 고추장 1T| 설탕 3T| 간장 2+1/2T,2인분,초급,15분이내,20150703134840
23,6835897,"[조리순서]
1.어묵을 끓는물에 살짝 데쳐 식품첨가물을 제거하고 적당하게 잘라 준비해주시고 양파도 채썰어주세요
2.팬에 기름을 두르고 다진마늘과 다진파를 넣고 마늘이 타지않을정도로 파마늘기름을 내주세요
3.파마늘기름이 나오게되면 준비해놓은 어묵과 양파를 넣고 볶다가 간장1T,설탕0.5T를 넣고 볶아주세요. 여기까지하면 아이들과 함께 먹을 수 있는 반찬이죠
4.여기에 고추가루0.5T를 넣고 거친 고추가루에 고추기름이 나오면서 더 맛있게 볶아준다면 한끝차이로 완전 맛있는 매콤어묵볶음이 완성됩니다. 제일 마지막 참기름 0.5T는 센스있게 뿌려주세요.",매콤어묵볶음 한끝차이로 맛의 레벨이 다른 밑반찬,어묵볶음,junhh1023,고래언니,388854,334,21234,볶음,일상,가공식품류,밑반찬,평소 아이들과 겸상하느랴 항상 간장양념으로만 하던 어묵볶음 이번에는 내가 좋아하는 매콤어묵볶음을 만들어봤어요 오랜만에 했더니 너무 맛있는 한끝차이의 매력!!,[재료] 어묵 2장| 양파 1/4개 정도| 다진마늘| 다진파 [양념] 간장 1T| 설탕 0.5T| 고추가루 0.5T| 참기름 0.5T,2인분,아무나,10분이내,20151009195850
24,4588059,"[조리순서]
1.두부는 도톰한 두께로 넙적하게 썰어줍니다.
2.식용유 약간을 두른팬에 노릇하게 부쳐냅니다.
3.파는 송송썰어서 2스푼정도 준비하고, 다진마늘은 1/2스푼 준비합니다.
4.분량의 진간장, 설탕, 고춧가루, 통깨, 파, 다진마늘을 넣고 섞어 양념장을 만듭니다.
5.노릇하게 부쳐낸 두부를 한켜깔고 양념장을 올려 줍니다.
6.그 위에 다시 두부깔고 양념장을 올려줍니다.
7.양념장 그릇에 물100ml정도를 넣어 양념을 헹군물을 냄비에 부어줍니다.
8.중간불에서 5분정도 끓이며 중간중간 국물을 끼얹어 주며 조려주면 완성.",고소한 두부조림,두부조림,dollshouse,돌하우스,467418,325,13157,조림,일상,콩/견과류,밑반찬,짭조름 매콤한 두부조림 만드는 법 알려드립니다.,[재료] 두부 1모| 식용유 약간 [양념] 진간장 5스푼| 설탕 1/2스푼| 고춧가루 1스푼| 통깨 1/2스푼| 송송 썰은파 2스푼| 다진마늘 1/2스푼,2인분,초급,30분이내,20130220130333
