요리명,요리재료내용,필수재료
갓김치,[재료] 갓 2단| 대파 2뿌리| 부추 10뿌리| 배 1/2개| 굵은소금 적당량 [양념] 김치전용액젓 12큰술| 고춧가루 12큰술| 다진마늘 2큰술| 다진생강 1/2작은술| 통깨 3큰술,"갓,대파,부추,배,굵은소금"
열무김치,[재료] 열무 2단| 얼갈이 1단| 알배추 1개| 쪽파 1/2단| 소금 2C| 열무절임물 1C [감자풀] 멸치 다시마육수 1L (5C)| 밥 1공기| 감자 큰것 1개 [양념] 고춧가루 1+1/2C(10T)| 다진마늘 3T| 생강가루 1t| 새우젓 3T| 멸치액젓 4T| 매실액 3T| 붉은고추 7개| 양파(작은것) 2개 | 사과큰것 1개| 소금 약간,"열무,얼갈이,알배추,쪽파,소금,열무절임물,밥,감자"
더덕구이,[재료] 더덕 1kg [양념] 간장 1/2C| 고추장 4Ts| 고춧가루 1/2C| 다진마늘 2Ts| 다진파 中 1대| 깨소금 약간| 참기름 약간| 구울때 필요한 들기름 2Ts,더덕
장조림,[재료] 통삼겹살 600g [양념] 간장 100g| 미림 100g| 물 40g,통삼겹살
찜닭,[찜닭 재료] 닭 (볶음탕용) 1마리| 감자 2개| 당근 2토막| 양파 1개| 대파 2대| 청양고추 2개| 홍고추 1개| 매운 건고추 5개| 불린 당면 (선택) 1/2줌| 물 2컵| 식용유 약간 [양념] 진간장 4T| 굴 소스 1.5T| 설탕 1T| 고춧가루 1T| 다진생강 약간| 다진 마늘 1.5T| 다진 파 2T| 참기름 1T| 후춧가루 약간| 청주 1T,"닭,감자,당근,양파,대파,청양고추,홍고추,매운건고추,불린당면,물,식용유"
삼계탕,[재료] 닭큰것 2마리| 양파큰거 1개| 황기 1줌| 인삼 1개| 대추 1컵 | 마늘 1컵| 찹쌀 2컵| 대파 적당량  [양념] 소금 약간 | 후추 약간 | 통깨 약간 ,"닭,양파,황기,인삼,대추,마늘,찹쌀,대파"
유부초밥,[재료] 시판유부초밥 1봉지| 밥 1공기| 느린바다자반김 조금| 1회용장갑 1장,"시판유부초밥,밥,느린바다자반김,"
칼국수,[재료] 밀가루 2컵(200cc잔)| 물(반죽용) 적당량| 표고버섯 2개| 청양고추 5개| 대파 1대| 감자 1개| 멸치 10마리| 다시마 1개 [양념] 고추가루 1큰술| 고추장 2큰술| 다진마늘 1큰술| 국간장 3큰술,"밀가루,물,표고버섯,청양고추,대파,감자,멸치,다시마"
배추김치,[재료] 배추 절인것 3통| 무 1.5kg| 대파 1/2단 [양념] 마늘 200g| 생강 100g| 고춧가루 330g| 까나리액젓 200ml| 새우젓 50g| 설탕 3Ts,"배추절인것,무,대파"
순두부찌개,[재료] 순두부| 멸치가루or육수| 쪽파| 소금| 계란| 고추 [양념장] 양파 2T| 대파 1T| 간 마늘 1/2T| 진간장 1/2T| 고춧가루 1+1/2T| 돼지고기 1컵| 식용유 참기름 섞어서 1/2T| 소금 1/4컵,"순두부,멸치가루"
배추김치,[재료] 배추 3포기| 까나리액젓 1+1/2종이컵| 다진마늘 6큰술| 홍고추 10개| 양파 1개| 생강 1조각| 고춧가루 3종이컵| 새우젓 5큰술| 다시마 5조각| 원당 2큰술| 통깨 솔솔| 천일염 하는양에따라,"배추,까나리액젓,다진마늘,홍고추,양파,생강,고춧가루,새우젓,다시마,원당,통깨,천일염하는양에따라"
잔치국수,[재료] 소면 2인분| 물 1컵| 당근 1/3개| 표고버섯 2개| 호박(애호박기준) 1/3정도| 양파 1/2개| 달걀 2개 [잔치국수 육수] 물 1.2L 정도| 국간장 1/3컵(5TS)| 진간장 1/3컵(5TS)| 소금 1/2TS [잔치국수 양념장] 쪽파 채썬거 1~2줌| 고추 1개| 고추가루 1TS| 다진마늘 1TS| 설탕 1TS| 국간장 5TS| 진간장 5TS| 물 4TS| 참기름 2TS,"소면,물,당근,표고버섯,호박,양파,달걀,국간장,진간장,소금,고추,고추가루,다진마늘,설탕,국간장,진간장,물,참기름"
미역국,[재료] 미역 20g| 쇠고기 200g| 쌀뜬물 9컵| 다진마늘 2큰술 [양념] 참기름 1~1.5큰술| 국간장 2큰술| 멸치액젓 5~6큰술,"미역,쇠고기,쌀뜬물,다진마늘"
계란찜,[재료] 계란 4개| 대파 [양념] 우유 1T| 멸치액젓 1T,"계란,대파"
두부조림,[재료] 두부| 파| 고추 [양념] 고춧가루| 간장| 다진마늘| 미나리효소| 다시마물,"두부,파,고추"
미역국,[재료] 소고기| 미역 [양념] 국간장| 소금| 참기름,"소고기,미역"
오징어채볶음,[재료] 오징어채 180g| 아몬드 1줌| 통깨 약간| 식용유 1/2큰술 [양념] 고추장 4큰술| 올리고당 2큰술| 맛술 1큰술| 물 100ml,"오징어채,아몬드,통깨,식용유"
꽈리고추무침,[재료] 꽈리고추 1봉지 [양념] 고춧가루 1큰술| 설탕 1/2큰술| 통깨 1/2큰술| 후추 약간| 간장 2큰술| 참기름 1큰술| 마늘 약간| 쪽파 2개| 참치액젓 1/2큰술,꽈리고추
떡꼬치,[재료] 떡| 고추장| 올리고당 [양념] 고추장 1/2T| 케찹 3T| 올리고당 3T,"떡,고추장,올리고당"
감자조림,[재료] 감자 3개| 멸치다시마육수 1+1/2C| 식용유 약간 [양념] 고추장 2T| 고춧가루 1T| 간장 3/4T| 다진마늘 1T| 설탕 1T| 참기름 1/2T| 후춧가루 약간| 깨소금 약간,"감자,멸치다시마육수,식용유"
갈치구이,[재료] 먹갈치(대) 1마리| 밀가루 2큰술| 카놀라유 3~4큰술| 레몬 슬라이스 3조각| 물 2컵| 천일염 2큰술| 소주 2큰술,"먹갈치,밀가루,카놀라유,레몬슬라이스,물,천일염,소주"
전복죽,[재료] 현미 1컵| 전복 5마리| 전복내장| 냉장고속야채 [양념] 소금| 참기름,"현미,전복,전복내장,냉장고속야채"
순두부찌개,[주 재료] 신김치 1줌| 김치국물 1/2국자| 순두부 1팩| 소고기 100g| 스팸 1/2통| 양파 1/2개| 대파 흰 부분 약간| 느타리버섯 1줌| 물 2종이컵| 달걀 1개 [양념 및 소스재료] 설탕 1t| 들기름 2T| 고춧가루 2T| 다진마늘 1T| 맛술 1T| 간장 1+1/2T| 후추 톡톡 5번| 소금 1t,"신김치,김치국물,순두부,소고기,스팸,양파,대파흰부분,느타리버섯,물,달걀,들기름,고춧가루,다진마늘,맛술,간장,후추,소금"
계란찜,[재료] 달걀 3개| 다진파| 칵테일새우 [양념] 청주 약간| 간장 1/2그푼| 물 달걀과동량,"달걀,다진파,칵테일새우"
찜닭,[재료] 닭볶음탕용 닭 1마리| 양파 1개| 감자 3개| 당근 1/3개| 표고버섯 2개| 대파 1대| 당면 1줌| 물 3컵 [양념] 커피 1큰술| 간장 13큰술| 설탕 2큰술| 올리고당(혹은 물엿) 2큰술| 다진마늘 2큰술| 후추 약간,"닭볶음탕용닭,양파,감자,당근,표고버섯,대파,당면,물"
잡채,[재료] 떡볶이떡 10개| 어묵 2장| 당면 100g| 양파 1개| 청피망 1/2개| 홍피망 1/2개 [양념] 고추장 1/2큰술| 간장 1큰술| 참기름 1/2큰술| 고춧가루 1작은술,"떡볶이떡,어묵,당면,양파,청피망,홍피망"
무생채,[재료] 중간크기 무 1개| 굵은소금 수북히 1큰술| 올리고당(물엿) 1큰술| 고춧가루 3~4큰술| 원당(설탕) 2큰술| 매실청 2큰술| 식초 1~2큰술| 다진마늘 1큰술| 생강가루 1/2큰술| 대파 적당량| 통깨 적당량,"중간크기무,굵은소금수북히,올리고당,고춧가루,원당,매실청,식초,다진마늘,생강가루,대파,통깨"
갈비탕,[재료] 소갈비 1.5키로| 대파 2뿌리| 양파 1개| 월계수잎 3장| 통후추 2스푼| 통마늘 2통| 대추 1컵| 당면 1줌| 무우 1/4개 [양념] 국간장 4스푼,"소갈비,대파,양파,월계수잎,통후추,통마늘,대추,당면,무우"
꽁치조림,[재료] 꽁치통조림 1캔| 꽈리꼬추(마늘쫑) 1봉지| 빨간고추 1개| 생강 1톨 [양념] 설탕 2스푼| 간장 1/3컵| 물 1/3컵| 맛술(미림) 1/3컵| 식용유 약간,"꽁치통조림,꽈리꼬추,빨간고추,생강"
잡채,[재료] 당면| 돼지고기150g| 목이버섯| 표고버섯| 양파| 피망| 당근| 시금치 [당면 삶는 물] 간장 5TS| 설탕 1TS| 물 1.5컵 [고기양념] 간장 1.5TS| 설탕 1/2TS| 다진마늘 1ts| 청주 1TS| 참기름 1/2TS| 후추,"당면,돼지고기,목이버섯,표고버섯,양파,피망,당근,시금치간장,설탕,물,설탕,다진마늘,청주,참기름,후추"
메추리알장조림,[재료] 메추리알| 꽈리고추| 마늘 [양념] 간장| 물엿,"메추리알,꽈리고추,마늘"
만두,[재료] 냉동만두 6개| 계란 2알| 기름,"냉동만두,계란,기름"
꼬막찜,[재료] 꼬막 1KG| 화이트와인 120ML| 다진마늘 1스푼| 버터 1스푼| 청양고추 2~3개| 대파 조금,"꼬막,화이트와인,다진마늘,버터,청양고추,대파"
파김치,[재료] 쪽파 1단| 당근 1/2개 [양념] 고추가루 5숟가락| 까나리액젓 4숟가락| 올리고당 2숟가락| 설탕 1숟가락| 깨 1숟가락| 매실액 1숟가락| 다진마늘 1숟가락,"쪽파,당근"
가지볶음,[재료] 가지 2개| 양파 1/4개| 대파 1줌| 오일 적당량 [양념] 굴소스 1T| 다진마늘 1/2T| 참기름 약간| 깨소금 약간,"가지,양파,대파,오일"
깍두기,[재료] 무 2개(약 3kg)| 쪽파 1/2단| 소금 6T [양념] 고춧가루 1C| 새우젖 1T| 아가베시럽(or 설탕) 2T| 마늘 2T| 생강가루 1t,"무,쪽파,소금"
어묵볶음,[재료] 어묵 280g| 양파 150g| 당근 50g| 대파 90g [양념] 식용류 3큰술| 다진마늘 1큰술| 간장 3큰술| 설탕 1큰술| 참기름 1큰술| 꽃소금 1/2큰술,"어묵,양파,당근,대파"
떡갈비,[재료] 다진 쇠고기 200g| 떡볶이떡 15개| 잣가루 약간 [양념] 간장 2숟가락| 설탕 1숟가락| 다진마늘 0.5숟가락| 다진 파 1숟가락| 맛술 1숟가락| 참기름 0.3숟가락| 소금 약간| 후춧가루 약간,"다진쇠고기,떡볶이떡,잣가루"
무생채,[재료] 굴| 무| 배추| 쪽파| 양파 [양념] 다진마늘| 생강| 고추가루| 소금| 매실액| 까나리액젖| 새우젖,"굴,무,배추,쪽파,양파"
두부조림,[재료] 두부 1모| 식용유| 양파 1/2개| 물 1/4컵 [양념] 간장 3큰술| 설탕 1큰술| 깨소금 약간| 참기름| 고춧가루 1큰술| 다진마늘 1작은술| 홍고추 1개| 청고추 1개| 대파 약간,"두부,식용유,양파,물"
유부초밥,[재료] 유부 4인분용 1팩| 다진 소고기 200g| 잘게썬 양파 2줌(반개)| 잘게썬 당근 2줌(반개)| 잘게 썬 빨강 파프리카 1줌(1/4쪽)| 오이 속빼서 다진거 2줌(오이1개) [양념] 참기름 3~4TS| 통깨 1TS| 깨소금 2TS [소고기 밑간] 다진마늘 1큰술| 미림 1큰술| 청주 1큰술| 간장 1큰술| 올리고당 1큰술| 참기름 1큰술| 후추 약간,"유부,다진소고기,잘게썬양파,잘게썬당근,잘게썬빨강파프리카,오이속빼서다진거"
닭볶음탕,[재료] 닭 1마리| 마늘 6쪽| 양파 1개| 감자| 당근| 버섯| 파프리카| 파| 청량고추 [양념] 고추장 2큰술| 고추가루 3큰술| 간장 1.5 - 2큰술| 물엿 2큰술| 다진마늘 2큰술| 청양고추다진것| 요리술 1/2컵,"닭,마늘,양파,감자,당근,버섯,파프리카,파,청량고추"
닭볶음탕,[재료] 닭볶음탕용 닭 1마리| 우유| 월계수잎| 감자| 양파| 대파 [양념] 설탕 3스푼| 다진마늘 1.5스푼| 고춧가루 1국자| 진간장 1국자,"닭볶음탕용닭,우유,월계수잎,감자,양파,대파"
연근조림,[재료] 연근 1개| 식초 약간| 참기름 1큰술 [양념] 진간장 7큰술| 올리고당 2큰술| 식용유 약간| 물,"연근,식초,참기름"
감자전,[재료] 감자 1개| 달걀 1개| 밀가루 1숟가락| 당근| 대파 [양념] 소금 약간| 콩기름 약간,"감자,달걀,밀가루,당근,대파"
감자조림,[재료] 감자 6~8개정도| 간장 1/2컵정도| 올리고당 4~5숟가락| 식용유(포도씨유) 2숟가락| 흑설탕 2숟가락| 참깨 솔솔,"감자,간장,올리고당,식용유,흑설탕,참깨"
비빔밥,[재료] 돼지고기 앞다리 불고기감 200g| 오이 2개| 당근 1개| 달걀 2개| 밥 3공기 [돼지고기 양념] 간장 2큰술| 설탕 2/3큰술| 청주 1큰술| 다진파 1큰술| 다진마늘 1/2큰술| 참기름 2/3큰술| 후춧가루 1/5 작은술 [절이는 용도 오이 양념] 소금 2작은술| 마늘 1/2작은술| 통깨 약간| 소금 1작은술| 설탕 1/2작은술| 참기름 약간 [당근 양념] 소금 1/3작은술| 식용유 약간 [달걀 양념] 맛술 1큰술| 소금 1/5작은술 [밥양념] 참기름 1큰술| 통깨 약간| 소금 약간,"돼지고기앞다리불고기감,오이,당근,달걀,밥,설탕,청주,다진파,다진마늘,참기름,후춧가루,마늘,통깨,소금,설탕,참기름소금,식용유맛술,소금,통깨,소금"
순두부찌개,[재료] 순두부| 야채| 청고추| 홍고추| 새우(냉동)| 계란 [선택사항] 돼지고기| 쇠고기| 조개 [양념] 고추기름| 마늘| 고춧가루| 고추장| 물,"순두부,야채,청고추,홍고추,새우,계란돼지고기,쇠고기,조개"
후라이드치킨,[재료] 닭다리살| 튀김가루| 식용유 [양념] 소금| 후춧가루,"닭다리살,튀김가루,식용유"
콩나물무침,[재료] 콩나물 400g| 간마늘 1/2큰술| 꽃소금 1작은술| 깨소금 1큰술| 참기름 1큰술| 쪽파 1줄기| 고추가루 1큰술| 진간장 1/2큰술| 당근채 약간,"콩나물,간마늘,꽃소금,깨소금,참기름,쪽파,고추가루,진간장,당근채"
메추리알장조림,[재료] 메추리알 40개| 꽈리고추 12~15개| 마늘5쪽| [양념]| 설탕1.5| 간장 1/3| 물1컵| 맛술1,"메추리알,꽈리고추,마늘,"
메추리알장조림,[재료] 메추리알| 꽈리고추 [양념] 설탕| 간장| 물엿| 물| 마늘,"메추리알,꽈리고추"
동태찌개,[재료] 동태 2마리| 무 1토막| 양파| 대파| 청양고추| 마늘| 쑥갓| 물 [양념] 간장 2큰술| 고운 고춧가루 2큰술| 굵은 고춧가루 2큰술| 소금 2큰술| 청주 1큰술| 건해물 분말 1큰술,"동태,무,양파,대파,청양고추,마늘,쑥갓,물"
미역국,[재료] 마른 미역 1/2종이컵| 물 7컵| 참기름 1+1/2큰술| 국간장 2큰술| 간마늘 1/2큰술| 소금 약간,"마른미역,물,참기름,국간장,간마늘,소금"
두부조림,두부| 멸치 10~15개| 양파 1/2개| 들기름| 물 200ml 양념 - 고춧가루 1| 다진마늘 1/2| 파 2| 간장 4| 맛술 1| 올리고당 1| 들기름 1| 후추약간,"두부,멸치,양파,들기름,물,다진마늘,파,간장,맛술,올리고당,들기름,후추"
시래기국,[재료] 시래기| 다진마늘| 땡초| 멸치가루| 다시마| 된장,"시래기,다진마늘,땡초,멸치가루,다시마,된장"
오이소박이,[재료] 오이 18개| 양파 1개| 당근 1/2개| 부추 1/2단| 굵은소금 2큰술 [양념] 멸치액젓 7큰술| 고추가루 10큰술| 매실액기스 (생략 가능) 2큰술| 다진마늘 1큰술| 깨 1큰술,"오이,양파,당근,부추,굵은소금"
간장게장,[재료] 암게 [양념] 간장| 물| 마늘| 생강| 소주(비린맛제거용)| 사과| 양파| 청양고추| 대파| 홍고추| 베트남고추| 월계수잎| 물엿| 황기| 마른표고버섯| 오가피| 당귀| 통후추,암게
홍어무침,[재료] 홍어 800g| 미나리 1/2단| 오이 1개| 배 1개| 절인 무 2컵 [홍어 무침 소스] 다진 생강 1작은 술| 다진 마늘 3큰 술| 고추장 3큰 술| 고운 고춧가루 2/3컵| 일반 고춧가루 1/4컵| 3배 식초 1/3컵| 설탕 1/2컵| 올리고당 1/4컵| 소금 조금| 통깨,"홍어,미나리,오이,배,절인무,다진마늘,고추장,고운고춧가루,일반고춧가루,,설탕,올리고당,소금,통깨"
감자조림,[재료] 감자(중) 3개| 양파 1/2개| 청양고추 1개| 들기름 2큰술| 통깨 1큰술| 다시마 물 1컵 [양념] 간장 3큰술| 고춧가루 1큰술| 다진 마늘 1큰술| 설탕 1큰술| 맛술 1큰술| 후춧가루 약간,"감자,양파,청양고추,들기름,통깨,다시마물"
미역줄기볶음,[재료] 미역줄기 1줌| 양파 1/2개| 피망 약간| 대파 1/4대 [양념] 식용유 1큰술| 다진 마늘 0.5큰술| 국간장 2큰술| 설탕 0.3큰술| 고춧가루 1큰술| 참기름 1큰술| 깨소금 약간| 후춧가루 약간,"미역줄기,양파,피망,대파"
누룽지,[재료] 밥 1공기,밥
연근조림,[재료] 손질한 연근(소) 2개(400g)| 식초 약간 [조림장] 물 3컵(600ml)| 다시마(사방 5cm) 2장| 진간장 4T| 흑설탕 4T| 물엿 6T| 참기름 약간| 통깨 약간,"손질한연근,식초물,다시마사방,진간장,흑설탕,물엿,참기름,통깨"
애호박볶음,[재료] 애호박 1/2개| 양파 1/2개| 대파 약간 [양념] 소금 약간| 들기름or참기름 1T스푼| 새우젓 1T스푼| 다진마늘 1T스푼,"애호박,양파,대파"
계란말이,[재료] 계란 6개| 시금치| 당근| 포도씨유 [양념] 소금,"계란,시금치,당근,포도씨유"
미역국,[재료] 건미역 1줌(불리기전)| 들기름 1.5T| 간장 1.5T| 소금 0.5T| 다진마늘 1T,"건미역,들기름,간장,소금,다진마늘"
고등어구이,[재료] 고등어 1마리| 찹쌀가루 약간| 깻잎 1장| 식용유 적당량,"고등어,찹쌀가루,깻잎,식용유"
닭갈비,[재료] 닭가슴살 3쪽| 양배추 3줌| 고구마 큰 것 1개| 떡국떡 1줌| 양파 1/2개| 대파 1/2대| 깻잎 2묶음| 당근 1/4개 [양념] 고추장 3큰술| 고춧가루 3큰술| 카레가루 1큰술| 간장 2큰술| 맛술 3큰술| 다진 마늘 1큰술| 매실엑기스 3큰술| 물엿 1큰술| 생강즙이나 가루 0.3큰술| 후춧가루 약간,"닭가슴살,양배추,고구마,떡국떡,양파,대파,깻잎,당근"
계란찜,[재료] 계란 2개| 물 1국그릇정도(뚝배기의 3/2)| 육수용멸치 3마리| 소금 1/3t| 채 썬 파 1T| 채 썬 당근 1t| 취향에 따라 고추 약간,"계란,물,육수용멸치,소금,채썬파,채썬당근,취향에따라고추"
백김치,[재료] 배추 2포기| 무우 큰것 1개| 풋고추 10개| 홍고추10개| 양파 1개| 배 작은것 2개 [양념] 소금 약간,"배추,무우,풋고추,홍고추,양파,배"
칼국수,[재료] 칼국수면 1인분| 당근 1/4개| 양파 1/2개| 호박 1/4개| 멸치가루 1T [양념] 다진마늘 1/2T| 대파 1/2개| 국간장 1T,"칼국수면,당근,양파,호박,멸치가루"
닭볶음탕,[재료] 닭(닭볶음탕용)| 감자| 양파| 대파| 고추장 3| 고춧가루 4| 간장 3| 물엿 2| 맛술 3| 다진 마늘 1| 설탕 1| 후추,"닭,감자,양파,대파,고추장,고춧가루,간장,물엿,맛술,다진마늘,설탕,후추"
제육볶음,[재료] 돼지고기 앞다리살 1키로| 양배추 1/4통| 양파 1개| 대파 1뿌리| 청양고추 4개| 다진마늘 2큰술 [양념] 고추가루 3소주컵| 간장 2소주컵| 소주 1소주컵| 후추가루 약간,"돼지고기앞다리살,양배추,양파,대파,청양고추,다진마늘"
콩국수,[재료] 연두부 400g| 우유 400g| 호두 60g| 잣 20g| 땅콩 20g| 달걀 1개| 국수 200g| [고명]| 흑임자 약간| 오이 기호에따라| 파프리카 기호에따라,"연두부,우유,호두,잣,땅콩,달걀,국수,,흑임자,오이기호에따라,파프리카기호에따라"
잡채,[재료] 잡채 150g| 시금치 1/3단| 채썬 쇠고기 200g| 목이버섯 1줌| 표고버섯 1줌| 새송이버섯| 느타리버섯| 당근| 양파| 청고추| 샐러리 [양념] 간장 2T| 설탕 1T| 참기름| 통깨 [시금치양념] 간장 2T| 설탕 1T| 조미술 1T| 다진 마늘 1T| 참기름| 깨소금 약간| 후추 약간 [고기 양념] 간장 1T| 굴소스 2T| 설탕 1T| 조미술 2T| 참기름 1T,"잡채,시금치,채썬쇠고기,목이버섯,표고버섯,새송이버섯,느타리버섯,당근,양파,청고추,샐러리"
깻잎장아찌,[재료] 깻잎 3묶음| 당근 1/4개| 청양고추 2-3개| 송송 썬 쪽파 1줌 [양념장] 물 1/2컵| 간장 3T| 고춧가루 2T| 통깨 1T| 올리고당 0.5T| 참기름 0.5-1T| 다진마늘 0.5T,"깻잎,당근,청양고추,송송썬쪽파"
잡채,[주재료] 당면 300그램| 돼지고기잡채용 300그램| 당근 1/3개| 양파 1~2개| 시금치 300그램| 팽이버섯 1봉지| 청양고추 4개 [양념] 진간장 1/2종이컵| 설탕 3~4아빠숟가락| 소금 1티스푼| 후추 약간| 통깨 약간| 식용유 적당량| 참기름 1~2아빠 숟가락,"당면,돼지고기잡채용,당근,양파,시금치,팽이버섯,청양고추"
순두부찌개,[재료] 순두부 1봉지| 바지락 150g| 애호박 1/2개| 양파 1/2개| 계란노른자 기호| 새송이버섯 기호| 대파 약간 [양념] 다진마늘 1큰술| 새우젓 1큰술| 소금 약간| 청주 2큰술| 육수 750ml| 후춧가루 약간,"순두부,바지락,애호박,양파,계란노른자기호,새송이버섯기호,대파"
메추리알장조림,[재료] 메추리알 30개| 멸치육수(생수) 200ml| 간장 4스푼| 설탕 1스푼| 쌀엿 1스푼| 볶은검정깨 약간,"메추리알,멸치육수,간장,설탕,쌀엿,볶은검정깨"
무생채,무 1/2개| 대파 1뿌리| 다진 마늘 1큰술| 고춧가루| 굵은 소금| 새우젓| 통깨,"무,대파,다진마늘,고춧가루,굵은소금,새우젓,통깨"
김밥,[재료] 밥| 시금치| 당근| 계란| 햄| 단무지| 우엉| 맛살| 김 [밥양념] 소금| 참기름| 통깨 [당근| 계란 양념] 소금 [시금치 양념] 소금| 참기름,"밥,시금치,당근,계란,햄,단무지,우엉,맛살,김소금,참기름,통깨소금소금,참기름"
코다리조림,[재료] 코다리 2마리| 양파 30g| 청양고추 1개 [튀김옷 재료] 녹말가루 1/2컵| 계란 1개 [코다리 밑간] 진간장 1T| 굵은소금 0.5T| 맛술 0.5T| 생강가루 톡톡5번| 후춧가루 톡톡 5번 [양념] 식용유 4T| 물 1/4컵| 고추장 3T| 미림 2T| 진간장 1T| 설탕 1T| 물엿 1T| 다진마늘 1T| 깨 1T| 참기름 0.5T,"코다리,양파,청양고추,계란,굵은소금,맛술,생강가루,후춧가루"
닭볶음탕,[재료] 닭고기 1600g| 파 2대| 감자| 홍당무| 양파 2개| 생강가루 조금| 깨소금 약간| 후추 약간| 물 1그릇 [양념] 고춧가루 3큰술| 고추장 2큰술| 마늘다짐 1큰술| 요리술 2큰술| 찹쌀엿 또는 물엿 2큰술| 간장 2큰술| 굴소스 1.5큰술| 참기름 2큰술| 깨소금 약간| 후추 약간,"닭고기,파,감자,홍당무,양파,생강가루,깨소금,후추,물"
동그랑땡,[재료] 소고기 갈은것 3근| 돼지고기 갈은것 2근| 두부 1모| 양파 1개| 마늘 적당량| 달걀 1개| 소금 약간| 후추 약간| 참기름 약간| 밀가루 적당량| 달걀물 적당량| 부침기름 적당량,"소고기갈은것,돼지고기갈은것,두부,양파,마늘,달걀,소금,후추,참기름,밀가루,달걀물,부침기름"
파김치,[파김치 재료] 쪽파 450g| 고춧가루 6큰술| 까나리액젓 75ml| 매실청 75ml| 통깨 2큰술 [밥으로 풀만들기] 백미밥 2큰술| 물 150ml,"쪽파,고춧가루,까나리액젓,매실청,통깨,물"
어묵볶음,[재료] 어묵 4장| 당근 1개| 다진마늘 1T [양념] 간장 2T| 고춧가루 1T| 참기름 1T| 볶은 참깨 1T,"어묵,당근,다진마늘"
닭볶음탕,[재료] 손질한 닭 500g| 감자 1개| 양파 1+1/2개| 마늘 5톨| 대파 1대| 당근 1/3개| 밑간용 소금 약간| 후추 약간| 소주 약간 [양념] 고추장 2큰술| 고추가루 1+1/2큰술| 매실액 1큰술| 진간장 2큰술| 국간장 1/2큰술| 설탕 1/2작은술| 청양고추(기호에 따라) 약간,"손질한닭,감자,양파,마늘,대파,당근,밑간용소금,후추,소주"
떡볶이,[재료] 멸치 육수 3컵| 삶은달걀 2개| 오뎅| 당근| 양파| 양배추| 대파| 쫄면| 튀김만두| 라면사리| 쌀떡볶이떡 [양념] 고추장 800g| 설탕 150g| 춘장 30g| 소금 2작은술| 다진 마늘 20g| 올리고당 200g| 멸치 육수 1+1/2종이컵(300g)| 고운 고춧가루 200g,"멸치육수,삶은달걀,오뎅,당근,양파,양배추,대파,쫄면,튀김만두,라면사리,쌀떡볶이떡"
두부조림,[재료] 두부 1모| 양파 1개| 쪽파 5뿌리 정도| 붉은색 초록색 청양고추 2개| 마늘 [양념] 간장 2큰술| 소금 조금| 고춧가루 2큰술| 설탕 1작은술| 참기름 약간| 통깨 조금| 물 1컵,"두부,양파,쪽파,붉은색초록색청양고추,마늘"
순두부찌개,[재료] 순두부 1봉지| 다진 돼지고기 100g| 멸치다싯물 1컵| 계란노른자 1개분| 청양고추 1/2개| 다진 마늘 0.5큰술| 다진 파 2큰술| 다진 양파 2큰술 [양념] 참기름 1.5큰술| 새우젓 1작은술| 소금 약간 [고기밑간] 다진마늘 1작은술| 고춧가루 1큰술| 후춧가루 약간| 맛술 0.5큰술| 간장 1작은술| 참기름 0.5큰술,"순두부,다진돼지고기,멸치다싯물,계란노른자,청양고추,다진마늘,다진파,다진양파"
새우튀김,[주재료] 새우큰거 5마리| 달걀 1개| 차가운물 1컵| 밀가루 3Ts| 튀김가루 3Ts| 튀김기름 적당량,"새우,달걀,차가운물,밀가루,튀김가루,튀김기름"
유부초밥,[재료] 밥2공기| 유부 10장| 김치| 당근| 오이 [양념] 검은깨| 참기름| 소금 약간| 유부조림장(본문참조),"밥,유부,김치,당근,오이"
식혜,[재료] 엿기름 1봉지(500g)| 물| 잣 [양념] 설탕,"엿기름,물,잣"
제육볶음,[재료] 앞다리살 800g| 양파| 대파| 팽이버섯 [고기밑간] 간장 3스푼| 다진마늘 2스푼| 후추 적당히 [양념] 고춧가루 7스푼| 올리고당 6스푼| 다진마늘 2스푼| 간양파 2스푼| 참기름 1스푼| 후추 약간| 소주 1스푼| 간장 2스푼,"앞다리살,양파,대파,팽이버섯간장,다진마늘,후추"
어묵볶음,[재료] 납작사각어묵 2개| 손가락어묵 3개| 앙파 중간크기 1개| 청양고추 2개| 대파 밑부분 2개(15cm정도) [양념] 간장 1스푼| 굴소스 2스푼| 맛술 1스푼| 올리고당 2스푼| 고춧가루 2스푼| 식용유 적당량| 통깨 조금,"납작사각어묵,손가락어묵,앙파중간크기,청양고추,대파밑부분"
김치찌개,[재료] 김치 250g| 육수 1.5컵| 김치국물 1.5컵| 설탕 1작은술| 된장 1작은술| 돼지고기 200g| 양파 1/2개| 대파 1대| 청고추 1개| 두부 1모 [양념] 고추가루 1작은술| 청주 1큰술,"김치,육수,김치국물,설탕,된장,돼지고기,양파,대파,청고추,두부"
열무김치,[재료] 열무 2단| 양파 3개| 홍고추 9개| 배즙 1봉지| 찹쌀가루 3큰술| 대파 2뿌리| 생수 4리터정도| 절임용소금 3주먹 [양념] 고춧가루 12큰술| 다진마늘 4큰술| 매실액 6큰술| 까나리액젓 6큰술| 굵은소금 3큰술,"열무,양파,홍고추,배즙,찹쌀가루,대파,생수,절임용소금"
라볶이,[재료] 라면 1개| 물 1컵| 떡국떡 1/2줌| 대파 1/2대 [양념] 고추장 1+1/2큰술| 설탕 1+1/2큰술,"라면,물,떡국떡,대파"
